STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Karnataka,Mysore,PMGSY-II,16,0,16,0,0,0,100.12,48.3633,117.13,48.7997,0
Karnataka,Raichur,PMGSY-II,7,0,7,0,0,0,68.07,33.3638,66.22,31.0503,0
Karnataka,Ramnagar,PMGSY-III,22,0,17,0,5,0,106.65,59.5909,100.272,51.7307,5.385
Karnataka,Tumkur,PMGSY-III,51,5,47,5,4,0,300.526,190.41821,293.126,178.3365,6.94
Karnataka,Udupi,PM-JANMAN,5,0,0,0,5,0,5.831,5.3238,0,0,5.831
Karnataka,Yadgir,PMGSY-II,5,0,5,0,0,0,38.448,18.1973,37.73,17.3365,0
Kerala,Alappuzha,PMGSY-II,11,0,9,0,2,0,25.124,18.12222,20.102,11.6237,4.96
Kerala,Ernakulam,PMGSY-I,65,1,65,1,0,0,130.695,53.7921,130.318,58.5513,0
Kerala,Idukki,PMGSY-I,112,0,107,0,5,0,401.094,219.63918,382.744,235.2901,17.993
Kerala,Idukki,PMGSY-III,24,3,3,0,21,3,138.162,122.42605,40.176,32.3719,97.984
Kerala,Kollam,PMGSY-I,78,0,78,0,0,0,166.137,64.0191,165.962,67.8229,0
Kerala,Kottayam,PMGSY-III,23,1,6,0,17,1,101.052,87.39754,27.905,26.2023,73.116
Kerala,Kozhikode,PMGSY-III,14,0,2,0,12,0,74.389,82.65528,9.338,13.6038,64.849
Kerala,Wayanad,PMGSY-I,43,0,43,0,0,0,136.004,54.6217,134.354,46.0956,0
Kerala,Wayanad,PMGSY-III,11,2,2,0,9,2,69.09,66.20637,26.268,13.7829,42.822
Ladakh,Leh,PMGSY-III,23,0,0,0,23,0,208.935,209.48455,10.72,8.4652,198.215
"Madhya Pradesh",Anuppur,PMGSY-I,269,6,269,6,0,0,1093.975,308.0774,1065.674,294.2849,0
"Madhya Pradesh","Ashok Nagar",PMGSY-I,258,5,258,4,0,1,969.985,350.8048,922.727,327.4758,0
"Madhya Pradesh","Ashok Nagar",PMGSY-III,12,8,12,8,0,0,170.99,148.04461,170.034,122.3441,0
"Madhya Pradesh",Balaghat,RCPLWEA,35,43,3,12,32,31,337.47,477.24568,79.74,245.4642,256.03
"Madhya Pradesh",Balaghat,PM-JANMAN,28,0,1,0,27,0,82.08,64.42622,10.011,0,71.98
"Madhya Pradesh",Barwani,PMGSY-III,34,22,26,16,8,6,264.127,208.16833,247.983,137.859,15.185
"Madhya Pradesh",Bhind,PMGSY-III,22,2,17,2,5,0,192.832,128.80379,183.685,98.5667,7.245
"Madhya Pradesh",Bhopal,PMGSY-III,7,5,2,0,5,5,79.61,74.5744,42.399,29.3153,36.925
"Madhya Pradesh",Burhanpur,PMGSY-I,117,26,117,26,0,0,530.611,212.94647,467.807,202.8605,0
"Madhya Pradesh",Chhindwara,PMGSY-II,9,13,9,13,0,0,197.48,148.0918,189.237,132.1138,0
"Madhya Pradesh",Chhindwara,PMGSY-III,30,43,20,10,10,33,435.541,384.76969,381.265,232.195,52.235
"Madhya Pradesh",Datia,PMGSY-I,222,2,222,2,0,0,813.455,235.85814,798.663,198.1627,0
"Madhya Pradesh",Datia,PMGSY-III,12,2,11,1,1,1,110.343,98.05289,108.722,72.7071,0.77
"Madhya Pradesh",Dhar,PMGSY-I,683,47,683,46,0,1,2717.93,940.72515,2592.773,902.1474,0
"Madhya Pradesh",Guna,PM-JANMAN,18,0,0,0,18,0,27.625,21.64279,0,0,27.625
"Madhya Pradesh",Indore,PMGSY-II,4,6,4,6,0,0,75.825,54.8604,69.022,50.7731,0
"Madhya Pradesh",Jhabua,PMGSY-I,402,17,402,16,0,1,1606.875,496.37632,1562.114,469.6909,0
"Madhya Pradesh",Katni,PMGSY-I,280,7,280,6,0,1,999.498,292.26152,971.897,294.9095,0
"Madhya Pradesh",Khargone,PMGSY-I,479,38,479,37,0,1,2052.005,696.55118,1952.571,640.905,0
"Madhya Pradesh",Mandla,PMGSY-III,25,7,24,3,1,4,291.573,199.1078,289.694,112.5923,1.1
"Madhya Pradesh",Narsinghpur,PMGSY-III,26,11,15,1,11,10,231.108,159.89536,226.964,105.9316,2.926
"Madhya Pradesh",Neemuch,PMGSY-III,9,12,9,11,0,1,134.074,116.00475,131.304,72.8278,0
"Madhya Pradesh",Panna,PMGSY-III,17,20,13,8,4,12,238.505,219.4823,211.967,125.5936,23.76
"Madhya Pradesh",Raisen,PMGSY-II,11,9,11,9,0,0,104.255,87.05899,101.989,77.3582,0
"Madhya Pradesh",Ratlam,PMGSY-I,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
"Madhya Pradesh",Ratlam,PMGSY-III,18,22,18,15,0,7,231.447,216.06439,226.711,139.8777,0
"Madhya Pradesh",Satna,PM-JANMAN,1,0,0,0,1,0,2.85,2.43826,0,0,2.85
"Madhya Pradesh",Shahdol,PMGSY-I,376,12,375,11,1,1,1623.31,417.48167,1607.724,389.2167,2.52
"Madhya Pradesh",Shivpuri,PMGSY-I,526,13,526,13,0,0,2123.238,632.83899,2047.805,503.7602,0
"Madhya Pradesh",Sidhi,PMGSY-I,295,4,294,3,1,1,1930.483,528.0658,1751.733,470.2664,4.8
"Madhya Pradesh",Singrauli,PMGSY-I,296,8,296,7,0,1,1808.155,578.93949,1727.811,567.2492,0
"Madhya Pradesh",Umaria,PMGSY-III,12,6,10,3,2,3,116.02,98.3334,107.883,57.8094,6.36
"Madhya Pradesh",Vidisha,PMGSY-I,369,4,369,4,0,0,1416.114,443.6099,1377.771,389.903,0
Maharashtra,Ahmednagar,PMGSY-I,203,15,202,15,1,0,1269.835,376.01638,1225.623,368.8257,0.56
Maharashtra,Akola,PMGSY-III,10,0,8,0,2,0,116.01,97.90609,110.51,107.3082,5.5
Maharashtra,Amrawati,PMGSY-II,8,2,8,2,0,0,66.6,33.8249,65.9,30.3332,0
Maharashtra,Bhandara,PMGSY-I,137,8,137,8,0,0,502.25,98.1209,499.299,95.0626,0
Maharashtra,Buldhana,PMGSY-I,133,14,133,14,0,0,564.63,125.0043,564.63,126.5149,0
Maharashtra,Buldhana,PMGSY-II,6,2,6,2,0,0,46.25,24.2478,46.25,22.1955,0
Maharashtra,Chandrapur,PMGSY-II,15,1,15,1,0,0,99.04,63.6278,98.053,53.3742,0
Maharashtra,Dhule,PMGSY-II,7,6,7,6,0,0,59.29,35.8535,59.29,30.0629,0
Maharashtra,Dhule,PMGSY-III,13,7,0,0,13,7,125.075,110.2362,17.36,36.3774,107.715
Maharashtra,Gadchiroli,PMGSY-II,10,0,10,0,0,0,63.85,37.1005,63.622,25.7138,0
Maharashtra,Hingoli,PMGSY-I,170,20,170,20,0,0,488.07,101.0282,486.37,98.4918,0
Maharashtra,Hingoli,PMGSY-II,6,1,6,1,0,0,33.9,21.0556,33.9,19.3926,0
Maharashtra,Hingoli,PMGSY-III,16,3,14,0,2,3,111.18,86.05522,95.45,86.4316,14.03
Maharashtra,Kolhapur,PMGSY-I,140,10,140,9,0,1,584.11,172.3683,579.25,186.1468,0
Maharashtra,Nagpur,PMGSY-III,32,19,18,0,14,19,222.805,237.02301,169.81,121.0765,52.635
Maharashtra,Nanded,PMGSY-I,119,20,119,20,0,0,644.39,160.0989,612.78,166.7206,0
Maharashtra,Nandurbar,PMGSY-II,5,1,5,1,0,0,39.55,19.0165,33.025,20.45,0
Maharashtra,Nandurbar,PMGSY-III,21,0,5,0,16,0,155.815,102.41629,72.02,48.7067,83.38
Maharashtra,Nashik,PMGSY-I,212,26,212,26,0,0,1221.777,350.47184,1102.245,330.6126,0
Maharashtra,Osmanabad,PMGSY-II,7,9,7,9,0,0,60.35,50.1433,60.3,47.0803,0
Maharashtra,Ratnagiri,PMGSY-I,147,0,147,0,0,0,443.973,150.8118,443.715,155.6318,0
Maharashtra,Sangali,PMGSY-I,207,8,207,8,0,0,692.662,151.3623,676.734,153.4437,0
Maharashtra,Sangali,PMGSY-II,15,0,15,0,0,0,75.158,36.0634,74.769,36.1581,0
Maharashtra,Solapur,PMGSY-II,14,3,14,3,0,0,125.65,77.4558,122.478,73.077,0
Manipur,Bishnupur,PMGSY-I,149,7,147,6,2,1,362.089,161.94646,389.07,145.0028,0
Manipur,Churachandpur,PMGSY-I,217,38,178,20,39,18,2304.885,1113.40415,1911.436,827.7434,393.62
Manipur,"Imphal West",PMGSY-II,8,0,8,0,0,0,38.9,29.539,39.92,24.7022,0
Manipur,Senapati,PMGSY-II,4,2,3,2,1,0,22.38,22.0518,16.38,16.5409,6
Manipur,Thoubal,PMGSY-I,185,17,184,12,1,5,563.599,288.25917,570.77,242.4814,0
Meghalaya,"East Khasi Hills",PMGSY-III,31,4,2,0,29,4,240.852,248.90969,30.773,40.4646,210.079
Meghalaya,Ribhoi,PMGSY-I,129,3,126,3,3,0,557.943,292.3446,544.873,270.9153,10.025
Meghalaya,Ribhoi,PMGSY-II,6,0,6,0,0,0,36.298,21.58507,36.298,19.7615,0
Meghalaya,Ribhoi,PMGSY-III,12,0,0,0,12,0,156.22,139.02802,0,5.0398,156.22
Meghalaya,"West Garo Hills",PMGSY-I,261,38,257,38,4,0,897.868,664.54242,894.664,646.2816,4.072
Mizoram,Lawngtlai,PMGSY-III,1,0,0,0,1,0,29.1,43.655,0,0,29.1
Mizoram,Mamit,PMGSY-II,1,0,1,0,0,0,9.75,9.919,9.75,9.9171,0
Mizoram,Mamit,PMGSY-III,3,0,0,0,3,0,111.31,115.49372,0,0,111.31
Mizoram,Saiha,PMGSY-I,41,0,38,0,3,0,638.51,346.0749,629.94,327.1589,5.79
Nagaland,Dimapur,PMGSY-II,1,0,1,0,0,0,12.7,11.1485,12.7,11.1208,0
Nagaland,Kiphire,PMGSY-II,1,0,1,0,0,0,17,16.97,17,16.97,0
Nagaland,Kohima,PMGSY-I,18,1,17,1,1,0,192.36,67.4258,185.86,68.711,6.5
Nagaland,Kohima,PMGSY-III,4,0,0,0,4,0,67.34,54.4249,0,0,67.34
Nagaland,Mokokchung,PMGSY-I,26,0,25,0,1,0,292.5,38.6968,292.5,38.7119,0
Nagaland,Mon,PMGSY-I,36,0,35,0,1,0,313.72,57.8332,306.22,51.7305,7.5
Nagaland,Tuensang,PMGSY-II,2,1,1,1,1,0,42,43.1822,42,40.2116,0
Nagaland,Tuensang,PMGSY-III,6,0,0,0,6,0,67.17,66.0042,0,0,67.17
Nagaland,Wokha,PMGSY-I,31,8,29,8,2,0,340.96,126.839,333.96,123.2779,7
Odisha,Angul,PMGSY-III,31,2,29,2,2,0,236.845,154.8914,227.04,136.038,2.54
Odisha,Balasore,PMGSY-II,28,0,28,0,0,0,140.4,68.72102,140.861,63.7939,0
Odisha,Bargarh,PMGSY-I,593,4,593,4,0,0,2056.541,714.37148,1945.182,693.789,0
Odisha,Bargarh,PMGSY-III,49,10,42,8,7,2,366.35,246.97481,326.151,214.8223,32.088
Odisha,Boudh,PMGSY-I,167,7,167,7,0,0,593.565,202.2419,552.904,186.9243,0
Odisha,Boudh,PMGSY-III,11,2,11,2,0,0,82.54,57.07282,81.076,55.8775,0
Odisha,Gajapati,PMGSY-III,36,0,36,0,0,0,198,124.7562,196.758,118.2245,0
Odisha,Ganjam,PMGSY-I,738,15,736,15,2,0,2713.993,1167.33081,2609.111,1184.5334,5.316
Odisha,Jagatsinghpur,PMGSY-I,268,0,268,0,0,0,1047.628,452.3774,1030.216,437.243,0
Odisha,Jharsuguda,PMGSY-III,30,6,29,4,1,2,147.359,91.1303,142.519,77.4274,2.55
Odisha,Kalahandi,PMGSY-I,747,58,747,58,0,0,3325.484,1409.96473,3150.211,1412.9765,0
Odisha,Kandhamal,PM-JANMAN,4,0,0,0,4,0,9.2,8.202,0,0,9.2
Odisha,Malkangiri,PMGSY-II,12,0,12,0,0,0,83.4,36.9716,83.045,30.555,0
Odisha,Malkangiri,RCPLWEA,30,0,26,0,4,0,353.815,314.24901,323.853,282.605,26.1
Odisha,Sonepur,PMGSY-I,335,9,335,9,0,0,1270.425,444.0708,1189.798,406.4351,0
Odisha,Sundargarh,PMGSY-III,72,7,69,6,3,1,495.054,308.58704,468.264,263.2885,13.728
Punjab,Barnala,PMGSY-I,19,0,19,0,0,0,191.51,89.8188,191.51,85.5467,0
Punjab,Barnala,PMGSY-III,9,1,8,0,1,1,115.59,101.43958,99.104,68.9018,16.17
Punjab,Bathinda,PMGSY-II,6,2,6,2,0,0,78.7,49.7356,77.75,37.1869,0
Punjab,Faridkot,PMGSY-III,13,0,6,0,7,0,122.635,103.76198,68.68,52.9376,53.96
Punjab,Fazilka,PMGSY-II,10,1,10,1,0,0,96.7,66.24525,96.6,62.361,0
Punjab,Moga,PMGSY-II,10,1,10,1,0,0,110.76,68.2654,110.4,65.1958,0
Punjab,Nawashahar,PMGSY-I,33,0,33,0,0,0,170.53,56.5777,170.53,53.6546,0
Punjab,Pathankot,PMGSY-I,25,0,25,0,0,0,109.035,50.9354,108.63,52.1967,0
Punjab,Pathankot,PMGSY-III,6,1,2,0,4,1,51.55,58.01704,21.15,18.9718,30.4
Punjab,Ropar,PMGSY-I,39,0,39,0,0,0,200.02,74.2851,192.02,73.5183,0
Punjab,Sangrur,PMGSY-III,35,7,18,6,17,1,341.649,320.89129,207.045,158.9231,133.754
Punjab,"Tarn Taran",PMGSY-II,5,0,5,0,0,0,43.56,26.7321,43.66,21.0233,0
Rajasthan,Ajmer,PMGSY-II,5,0,5,0,0,0,56,20.0549,56,13.6636,0
Rajasthan,Anoopgarh,PMGSY-I,61,0,61,0,0,0,314.69,61.2892,314.69,54.5845,0
Rajasthan,Balotra,PMGSY-I,702,0,702,0,0,0,3376.735,568.8811,3310.287,497.3017,0
Rajasthan,Bikaner,PMGSY-III,25,0,23,0,2,0,263.86,114.39179,263.21,85.2455,0
Rajasthan,Churu,PMGSY-II,6,0,6,0,0,0,78.425,24.593,78.425,18.37,0
Rajasthan,Dausa,PMGSY-I,425,0,425,0,0,0,1277.855,274.8729,1247.286,233.8484,0
Rajasthan,Dausa,PMGSY-II,8,0,8,0,0,0,62.8,24.4409,62.8,17.53,0
Rajasthan,Deeg,PMGSY-III,13,0,13,0,0,0,100.57,74.12449,99.87,64.6454,0
Rajasthan,Dholpur,PMGSY-II,5,0,5,0,0,0,42.8,17.2821,42.8,15.923,0
Rajasthan,"Didwana Kuchaman",PMGSY-I,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,Dudu,PMGSY-II,2,0,2,0,0,0,13.3,4.8628,13.3,3.4694,0
Rajasthan,Dungarpur,PMGSY-III,25,2,24,0,1,2,267.22,177.40371,259.92,121.0384,7.3
Rajasthan,Hanumangarh,PMGSY-III,22,0,20,0,2,0,217.64,103.43357,214.295,73.7222,0
Rajasthan,"Jaipur Gramin",PMGSY-I,544,0,544,0,0,0,1808.728,385.5694,1749.15,343.8982,0
Rajasthan,Jaisalmer,PMGSY-II,4,0,4,0,0,0,42.4,10.556,44.3,7.3494,0
Rajasthan,Jhalawar,PMGSY-III,13,0,12,0,1,0,104.398,48.5854,91.81,42.0249,12.17
Rajasthan,"Jodhpur Gramin",PMGSY-I,627,0,627,0,0,0,2588.55,429.311,2532.087,351.7205,0
Rajasthan,Kekri,PMGSY-II,3,0,3,0,0,0,28.564,10.1989,28.564,9.7062,0
Rajasthan,"Khairthal Tijara",PMGSY-I,190,0,190,0,0,0,472.1,85.9975,460.945,77.8453,0
Rajasthan,Kota,PMGSY-II,10,0,10,0,0,0,71.1,32.3964,70.6,29.3786,0
Rajasthan,"Kotputli Behror",PMGSY-I,235,0,235,0,0,0,664.85,153.6479,646.386,135.4385,0
Rajasthan,Pali,PMGSY-III,32,9,31,2,1,7,324.44,226.93041,320.45,157.5258,2
Rajasthan,Rajsamand,PMGSY-III,23,0,18,0,5,0,245.15,182.49343,222.05,118.8955,23.1
Rajasthan,Salumbar,PMGSY-III,13,3,13,2,0,1,159.9,116.84105,158.9,81.6658,0
Rajasthan,Sawaimadhopur,PMGSY-I,169,0,169,0,0,0,705.82,163.8178,662.69,144.0792,0
Rajasthan,Sikar,PMGSY-I,361,0,361,0,0,0,1373.595,263.1146,1334.755,224.346,0
Rajasthan,Sikar,PMGSY-III,22,0,22,0,0,0,254.63,162.8429,253.685,117.8087,0
Sikkim,North,PMGSY-II,2,0,2,0,0,0,5,3.9899,5,3.7181,0
Sikkim,North,PMGSY-III,9,0,0,0,9,0,49.19,46.55727,0,0,49.19
Sikkim,Pakyong,PMGSY-II,7,0,5,0,2,0,21.23,18.991,19.655,16.0266,0.925
Sikkim,"West Sikkim",PMGSY-II,9,0,6,0,3,0,27.18,23.2758,26.405,19.6058,0.775
"Tamil Nadu",Cuddalore,PMGSY-III,39,1,32,0,7,1,153.664,93.27979,125.054,76.3815,27.543
"Tamil Nadu",Dharmapuri,PMGSY-III,65,3,42,1,23,2,282.291,172.11114,192.4,115.6572,89.885
"Tamil Nadu",Kallakurichi,PMGSY-I,166,4,166,4,0,0,424.586,131.38586,410.628,115.2407,0
"Tamil Nadu",Kallakurichi,PMGSY-III,42,4,21,0,21,4,158.214,112.13844,77.167,45.5554,81.069
"Tamil Nadu",Kanniyakumari,PMGSY-III,16,0,7,0,9,0,60.46,37.26415,19.695,8.6071,40.775
"Tamil Nadu",Karur,PMGSY-I,181,0,181,0,0,0,475.43,116.62593,474.355,106.3399,0
"Tamil Nadu",Ranipet,PMGSY-I,92,2,92,2,0,0,213.068,55.05758,202.832,174.1827,0
"Tamil Nadu",Ranipet,PMGSY-III,7,0,7,0,0,0,18.032,9.47379,18.03,9.2599,0
"Tamil Nadu",Salem,PMGSY-III,96,0,52,0,44,0,390.859,239.81149,189.37,118.8902,201.265
"Tamil Nadu",Sivagangai,PMGSY-III,118,4,76,1,42,3,584.522,384.10254,364.972,241.7509,217.773
"Tamil Nadu",Tenkasi,PMGSY-I,45,0,45,0,0,0,85.593,17.32462,85.593,12.8216,0
"Tamil Nadu",Tenkasi,PMGSY-II,3,0,3,0,0,0,9.532,4.1148,9.532,3.9285,0
"Tamil Nadu",Tirunelveli,PMGSY-I,211,0,211,0,0,0,446.564,87.18956,438.87,78.9586,0
"Tamil Nadu",Tirupathur,PMGSY-III,29,0,15,0,14,0,104.84,62.34779,52.98,26.4445,51.86
"Tamil Nadu",Tiruvarur,PMGSY-II,74,12,74,12,0,0,224.342,197.66552,224.343,212.5394,0
"Tamil Nadu",Tuticorin,PMGSY-I,226,6,226,6,0,0,487.771,117.82051,485.401,91.7046,0
"Tamil Nadu",Vellore,PMGSY-I,117,0,117,0,0,0,349.742,74.25392,349.683,61.4774,0
"Tamil Nadu",Villupuram,PMGSY-I,322,3,322,3,0,0,663.065,186.3543,652.911,178.5364,0
"Tamil Nadu",Virudhunagar,PMGSY-I,204,1,204,1,0,0,435.383,115.97783,432.471,107.1353,0
"Tamil Nadu",Virudhunagar,PMGSY-II,36,0,36,0,0,0,136.746,47.95317,136.746,49.144,0
Telangana,Jagitial,PMGSY-I,83,6,83,6,0,0,270.489,44.4377,266.892,87.5639,0
Telangana,Jangoan,PMGSY-II,3,1,3,1,0,0,16.675,9.695,16.69,8.4956,0
Telangana,Jangoan,PMGSY-III,13,0,9,0,4,0,137.128,98.54163,110.917,89.9563,23.714
Telangana,"Jogulamba Gadwal",PMGSY-II,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,Kamareddy,PMGSY-III,11,4,8,0,3,4,83.208,59.17634,72.593,51.314,7.934
Telangana,Karimnagar,PMGSY-II,3,0,3,0,0,0,27.18,13.8392,26.431,13.3442,0
Telangana,Khammam,PMGSY-II,6,1,6,1,0,0,69.14,49.8709,66.773,35.9228,0
Telangana,Mulugu,PMGSY-III,2,0,0,0,2,0,13.55,8.805,0.1,9.1886,13.45
Telangana,Narayanpet,PMGSY-III,8,3,7,1,1,2,48.322,39.08121,38.626,23.6793,8.687
Telangana,Nirmal,PMGSY-III,8,3,2,0,6,3,65.29,43.44925,59.93,34.7035,5.26
Telangana,Nizamabad,PMGSY-III,15,4,10,0,5,4,104.393,66.5664,82.727,50.8882,19.965
Telangana,"Rajanna Sircilla",PMGSY-II,2,0,2,0,0,0,23.18,14.2471,21.224,12.9352,0
Telangana,"Ranga Reddy",PMGSY-III,19,4,15,1,4,3,118.317,88.03751,106.37,75.8783,8.9
Telangana,Sangareddy,PMGSY-I,147,9,147,9,0,0,414.57,94.1774,405.846,182.4015,0
Telangana,Sangareddy,PMGSY-III,19,10,12,1,7,9,121.317,103.71032,87.582,53.8754,29.895
Telangana,Siddipet,PMGSY-II,6,1,6,1,0,0,55.34,30.2683,52.275,27.4082,0
Telangana,Suryapet,PMGSY-II,6,0,6,0,0,0,39.72,19.7316,39.72,13.9825,0
Tripura,Dhalai,PMGSY-II,4,1,3,0,1,1,47.662,70.73037,15.159,30.8284,32.164
Tripura,Gomati,PMGSY-II,7,0,7,0,0,0,54.642,53.23826,53.899,56.8263,0
Tripura,Khowai,PMGSY-I,139,5,139,5,0,0,423.274,251.40723,414.635,245.9693,0
Tripura,"North Tripura",PM-JANMAN,8,0,0,0,8,0,35.027,32.35566,0,0,35.027
Tripura,"South Tripura",PM-JANMAN,3,0,0,0,3,0,3.715,3.69646,0,0,3.715
Tripura,"West Tripura",PMGSY-III,13,0,0,0,13,0,91.965,90.85092,4.1,20.8735,87.865
"Uttar Pradesh",Agra,PMGSY-II,16,0,16,0,0,0,122.005,101.2449,120.971,79.9269,0
"Uttar Pradesh",Aligarh,PMGSY-I,205,0,205,0,0,0,690.625,184.3754,682.44,175.3916,0
"Uttar Pradesh",Aligarh,PMGSY-II,11,0,11,0,0,0,105.85,54.49746,105.85,48.1263,0
"Uttar Pradesh",Amethi,PMGSY-III,43,0,35,0,8,0,301.508,247.0922,272.905,187.8865,26.177
"Uttar Pradesh",Auraiya,PMGSY-III,10,0,8,0,2,0,62.285,47.9342,53.73,30.4249,8.735
"Uttar Pradesh",Ayodhya,PMGSY-I,246,0,246,0,0,0,821.71,249.8483,817.005,240.9513,0
"Uttar Pradesh",Baghpat,PMGSY-I,222,0,222,0,0,0,532.58,119.8807,529.97,117.4999,0
"Uttar Pradesh",Baghpat,PMGSY-II,16,0,16,0,0,0,118.61,51.37971,117.696,48.9855,0
"Uttar Pradesh",Ballia,PMGSY-I,227,0,226,0,1,0,527.491,156.7021,516.362,143.2851,8.7
"Uttar Pradesh",Balrampur,PMGSY-I,195,0,195,0,0,0,607.479,189.1193,599.137,179.4222,0
"Uttar Pradesh",Basti,PMGSY-II,13,0,13,0,0,0,93.78,55.17578,92.875,47.7588,0
"Uttar Pradesh",Chandauli,PMGSY-II,13,0,13,0,0,0,93.025,40.6267,91.75,35.6952,0
"Uttar Pradesh",Chitrakoot,PMGSY-II,14,0,14,0,0,0,101.7,55.808,101.699,51.8173,0
"Uttar Pradesh","G.B. Nagar",PMGSY-II,9,0,9,0,0,0,100.15,65.4942,94.903,50.3961,0
"Uttar Pradesh","G.B. Nagar",PMGSY-III,4,0,4,0,0,0,33.65,19.19977,31.948,12.771,0
"Uttar Pradesh",Gonda,PMGSY-III,66,0,66,0,0,0,460.485,334.92296,459.02,324.2489,0
"Uttar Pradesh",Hapur,PMGSY-II,10,0,10,0,0,0,89.1,44.40788,87.035,35.877,0
"Uttar Pradesh",Hardoi,PMGSY-I,415,0,415,0,0,0,1190.986,359.2984,1180.089,329.0393,0
"Uttar Pradesh",Hathras,PMGSY-III,20,0,20,0,0,0,180.19,150.75601,177.344,115.3652,0
"Uttar Pradesh",Jalaun,PMGSY-II,12,0,12,0,0,0,113.8,72.8806,114.1,62.0542,0
"Uttar Pradesh",Jalaun,PMGSY-III,21,0,20,0,1,0,144.845,92.99378,137.055,60.2271,4.79
"Uttar Pradesh","Kanpur Nagar",PMGSY-I,272,0,272,0,0,0,574.447,128.8868,570.636,124.1542,0
"Uttar Pradesh",Kasganj,PMGSY-III,12,0,12,0,0,0,90.35,55.0185,87.7,40.1307,0
"Uttar Pradesh",Kaushambi,PMGSY-II,18,0,18,0,0,0,120.515,84.9463,119.265,76.4863,0
"Uttar Pradesh",Kushinagar,PMGSY-II,14,0,14,0,0,0,98.875,67.3317,98.255,54.6509,0
"Uttar Pradesh",Kushinagar,PMGSY-III,63,0,56,0,7,0,420.655,338.88378,370.587,247.072,47.65
"Uttar Pradesh",Lalitpur,PMGSY-II,14,0,14,0,0,0,110.291,66.9178,109.891,61.9163,0
"Uttar Pradesh",Maharajganj,PMGSY-I,227,0,227,0,0,0,726.6,207.5332,716.644,196.601,0
"Uttar Pradesh",Mahoba,PMGSY-I,94,0,94,0,0,0,418.29,105.789,414.5,103.4036,0
"Uttar Pradesh",Mahoba,PMGSY-III,14,0,10,0,4,0,115.82,78.48959,81.83,52.2391,33.54
"Uttar Pradesh",Mainpuri,PMGSY-II,11,0,11,0,0,0,96.15,59.7914,93.331,48.2654,0
"Uttar Pradesh",Mainpuri,PMGSY-III,11,0,11,0,0,0,77.3,42.6268,76.438,31.625,0
"Uttar Pradesh",Mau,PMGSY-III,28,0,17,0,11,0,196.93,172.90397,171.92,116.2662,24.085
"Uttar Pradesh",Mirzapur,PMGSY-II,14,0,14,0,0,0,114.45,43.4263,114.15,35.114,0
"Uttar Pradesh",Pilibhit,PMGSY-III,31,1,29,1,2,0,251.34,158.50596,246.535,128.0589,1.9
"Uttar Pradesh",Rampur,PMGSY-I,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
"Uttar Pradesh","S.K. Nagar",PMGSY-I,236,0,236,0,0,0,598.98,162.2786,584.136,148.8684,0
"Uttar Pradesh","S.K. Nagar",PMGSY-II,9,0,9,0,0,0,84.1,48.7657,83.59,37.6026,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-II,13,0,13,0,0,0,102.7,48.1293,100.295,46.89,0
"Uttar Pradesh",Saharanpur,PMGSY-II,11,0,11,0,0,0,104.1,46.7217,101.22,41.432,0
"Uttar Pradesh",Sambhal,PMGSY-I,254,0,254,0,0,0,611.919,125.3113,593.927,117.1451,0
"Uttar Pradesh",Shamli,PMGSY-II,10,0,10,0,0,0,105.3,50.71296,105.3,46.6157,0
"Uttar Pradesh",Shamli,PMGSY-III,17,0,17,0,0,0,149.55,100.38982,149.138,88.332,0
"Uttar Pradesh",Sonebhadra,PMGSY-I,170,0,170,0,0,0,896.93,257.4752,870.422,230.5315,0
"Uttar Pradesh",Sonebhadra,RCPLWEA,18,11,13,10,5,1,460.375,363.0348,374.275,281.1237,86
"Uttar Pradesh",Sonebhadra,PMGSY-III,28,0,25,0,3,0,237.15,177.62324,216.9,124.5166,19.75
"Uttar Pradesh",Sultanpur,PMGSY-I,296,0,296,0,0,0,912.88,284.1045,899.854,279.0367,0
"Uttar Pradesh",Sultanpur,PMGSY-III,40,0,30,0,10,0,261.285,209.16106,213.303,145.597,47.37
Uttarakhand,Chamoli,PMGSY-III,20,0,0,0,20,0,220.664,202.81997,41.1,72.2401,179.564
Uttarakhand,Champawat,PMGSY-II,4,0,4,0,0,0,42,26.0547,42,25.7562,0
Uttarakhand,Dehradun,PMGSY-I,131,4,128,4,3,0,1223.048,525.4957,1196.193,529.6846,20.85
Uttarakhand,Haridwar,PMGSY-II,5,0,5,0,0,0,31.637,11.6719,31.637,11.4485,0
